Spreadsheet tab,Spreadsheet tab description,Element or value display name,Description,Data type,Unit,Calculation,Format,Low Value,High Value,Acceptable values,Required,Accepts null value
MeasWaterQualityArea,Water erosion and leaching per area,Total Dissolved P kg P/ha,Total dissolved phosphorus,NUMERIC,NA,kg P/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg total Cl/ha,Total chlorine,NUMERIC,NA,kg Cl/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,pH,pH level,NUMERIC,NA,NA,NA,0,14,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,EC mS/cm,Conductivity,NUMERIC,NA,m/cm,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg K/ha,Dissolved potassium,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg S/ha,Dissolved sulfur,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Ca/ha,Dissolved calcium,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Mg/ha,Dissolved magnesium,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Cu/ha,Dissolved copper,NUMERIC,NA,g/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Fe/ha,Dissolved iron,NUMERIC,NA,g/ha,NA,0,2000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Mn/ha,Dissolved manganese,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Zn/ha,Dissolved zinc,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g B/ha,Dissolved boron,NUMERIC,NA,g/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Mo/ha,Dissolved molybdenum,NUMERIC,NA,g/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Al/ha,Dissolved aluminum,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Na/ha,Dissolved sodium,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Si/ha,Dissolved Silicon,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Erosion t (sediment)/ha STD,Sediment erosion - standard deviation,NUMERIC,NA,t/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Erosion Total suspended solids t/ha STD,Total suspended solids erosion - standard deviation,NUMERIC,NA,t/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Erosion Total solids t/ha STD,Total solids erosion - standard deviation,NUMERIC,NA,t/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Soil organic matter kg/ha STD,Soil organic matter - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Soil organic carbon kg C/ha STD,Soil organic carbon - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Water mm STD,Water - standard deviation,NUMERIC,mm,NA,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg total N/ha STD,Total nitrogen - standard deviation,NUMERIC,NA,kg/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg total P/ha STD,Total phosphorus - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg NH4-N/ha STD,Total ammonium - standard deviation,NUMERIC,NA,kg/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg NO3-N/ha STD,Total nitrate - standard deviation,NUMERIC,NA,kg/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Total Dissolved N kg N/ha STD,Total dissolved nitrogen - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Total Dissolved P kg P/ha STD,Total dissolved phosphorus - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg total Cl/ha STD,Total chlorine - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,pH STD,pH level - standard deviation,NUMERIC,NA,NA,NA,0,3,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,EC mS/cm STD,Conductivity - standard deviation,NUMERIC,NA,NA,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg K/ha STD,Dissolved potassium - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg S/ha STD,Dissolved sulfur - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Ca/ha STD,Dissolved calcium - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Mg/ha STD,Dissolved magnesium - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Cu/ha STD,Dissolved copper - standard deviation,NUMERIC,NA,g/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Fe/ha STD,Dissolved iron - standard deviation,NUMERIC,NA,g/ha,NA,0,2000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Mn/ha STD,Dissolved manganese - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Zn/ha STD,Dissolved zinc - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g B/ha STD,Dissolved boron - standard deviation,NUMERIC,NA,g/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved g Mo/ha STD,Dissolved molybdenum - standard deviation,NUMERIC,NA,g/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Al/ha STD,Dissolved aluminum - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Na/ha STD,Dissolved sodium - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Dissolved kg Si/ha STD,Dissolved Silicon - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasPlantMonitoring,Plant nutrient monitoring,Exp Unit ID,Unique experimental identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasPlantMonitoring,Plant nutrient monitoring,Date,Date the harvest event occurred,DATE,NA,NA,mm/dd/yyyy,1/1/1900,now,NA,Y,N
MeasPlantMonitoring,Plant nutrient monitoring,Treatment ID,Treatment identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasPlantMonitoring,Plant nutrient monitoring,Sample Depth Upper cm,Upper soil depth of the sample,NUMERIC,cm,NA,NA,0,100,NA,Y,N
MeasPlantMonitoring,Plant nutrient monitoring,Sample Depth Lower cm,Lower soil depth of the sample,NUMERIC,cm,NA,NA,0,100,NA,Y,N
MeasPlantMonitoring,Plant nutrient monitoring,Growth Stage,Growth stage,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasPlantMonitoring,Plant nutrient monitoring,Crop,Crop,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasPlantMonitoring,Plant nutrient monitoring,Model if simulated ,Model used if data are simulated. All data are assumed to be observed if blank.,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasPlantMonitoring,Plant nutrient monitoring,Test Value,Test Value,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasPlantMonitoring,Plant nutrient monitoring,Test Units,Test Units,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasPlantMonitoring,Plant nutrient monitoring,Crop Monitoring Test,Crop Monitoring Test,CHARACTER,NA,NA,NA,NA,NA,Leaf chlorophyll meter – LCM | N Reflectance Index –NRI | Normalized Difference Vegetation Index – NDVI | N Sufficiency Index – NSI | Leaf Area Index – LAI | Modified Chlorophyll Absorptance Reflectance Index – MCARI | Green Normalized Difference Vegetation Index – GNDVI | Pre-Sidedress Soil Nitrate Test (PSNT),N,Y
MeasPlantMonitoring,Plant nutrient monitoring,Test Value STD,Test Value - standard deviation,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasCropForageQuality,Crop forage quality,Exp Unit ID,Unique experimental identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasCropForageQuality,Crop forage quality,Date,Date the harvest event occurred,DATE,NA,NA,mm/dd/yyyy,1/1/1900,now,NA,Y,N
MeasCropForageQuality,Crop forage quality,Treatment ID,Treatment identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasCropForageQuality,Crop forage quality,Growth Stage,Growth stage,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasCropForageQuality,Crop forage quality,Crop,Crop,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasCropForageQuality,Crop forage quality,Plant Fraction,What was harvested,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasCropForageQuality,Crop forage quality,Model if simulated ,Model used if data are simulated. All data are assumed to be observed if blank.,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasCropForageQuality,Crop forage quality,Value,Value,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasCropForageQuality,Crop forage quality,Unit,Unit,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasCropForageQuality,Crop forage quality,Chemical Compound,Chemical Compound,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasCropForageQuality,Crop forage quality,Value STD,Value - standard deviation,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Exp Unit ID,Unique experimental identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasNutrientCycling,Nutrient cycling,Date,Date the harvest event occurred,DATE,NA,NA,mm/dd/yyyy,1/1/1900,now,NA,Y,N
MeasNutrientCycling,Nutrient cycling,Treatment ID,Treatment identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasNutrientCycling,Nutrient cycling,Growth Stage,Growth stage,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasNutrientCycling,Nutrient cycling,Crop,Crop,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasNutrientCycling,Nutrient cycling,Harvested Fraction,What was harvested from experimental unit (this describes residue removal treatment). Percent fractions removed are assumed to be approximations.,CHARACTER,NA,NA,NA,NA,NA,"50% removal of aboveground biomass | All aboveground biomass | Crop residue | Grain| Grain, 100% stover | Grain, 50% stover | Grain, 75% stover | Grain, Cobs | Grain, Cobs, High Cut | Grain, stover in 100% of rows | Grain, stover in 25% of rows | Grain, stover in 50% of rows | Grain, stover in 75% of rows | Grain, Straw | Lint | None",Y,N
MeasNutrientCycling,Nutrient cycling,Model if simulated ,Model used if data are simulated. All data are assumed to be observed if blank.,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Corn Ear Height cm,The height of the base of the ear above the ground,NUMERIC,cm,NA,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Above G Biomass kg/ha,"Above ground biomass (grain plus leaves, stems, cobs, etc.). Above Ground Biomass includes grain at 0% moisture. (The total of what was removed and what remains in the field)",NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Unit Grain Weight mg,Grain (kernel) weight - grain mass at 0% moisture.,NUMERIC,NA,mg/kernel,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Dry Matt kg/ha,Harvested (dry) grain yield - grain mass at 0% moisture.,NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Moist %,Grain percent moisture at time of harvest (crop specific),NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain C kgC/ha,Carbon content of harvested grain,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain N kgN/ha,Nitrogen content of harvested grain,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain P kgP/ha,Phosphorus content of harvested grain,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain K kgK/ha,Potassium content of harvested grain,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain S kgS/ha,Sulfur content of harvested grain,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Ca kgCa/ha,Calcium content of harvested grain,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Mg kgMg/ha,Magnesium content of harvested grain,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Cu gCu/ha,Copper content of harvested grain,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Fe gFe/ha,Iron content of harvested grain,NUMERIC,NA,g/ha,NA,0,5000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Mn gMn/ha,Manganese content of harvested grain,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Zn gZn/ha,Zinc content of harvested grain,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain B gB/ha,Boron content of harvested grain,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Mo gMo/ha,Molybdenum content of harvested grain,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv NonGrain Bio kg/ha,Mass of dried harvested residue,NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Moist %,Percent moisture of harvested residue at harvest,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res C kgC/ha,Carbon content of the harvested residue,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res N kgN/ha,Nitrogen content of the harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res P kgP/ha,Phosphorus content of the harvested residue,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res K kgK/ha,Potassium content of the harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res S kgS/ha,Sulfur content of the harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Ca kgCa/ha,Calcium content of the harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Mg kgMg/ha,Magnesium content of the harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Cu gCu/ha,Copper content of the harvested residue,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Fe gFe/ha,Iron content of the harvested residue,NUMERIC,NA,g/ha,NA,0,5000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Mn gMn/ha,Manganese content of the harvested residue,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Zn gZn/ha,Zinc content of the harvested residue,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res B gB/ha,Boron content of the harvested residue,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Mo gMo/ha,Molybdenum content of the harvested residue,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,NonHarv NonGrain Bio kg/ha,Mass of dried non-harvested residue (i.e. non-grain above ground plant material not removed during harvest event),NUMERIC,NA,NA,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,NonHarv Res Moist %,Percent moisture of non-harvested residue,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,NonHarv Res C kgC/ha,Carbon content of the non-harvested residue,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,NonHarv Res N kgN/ha,Nitrogen content of the non-harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res P kgP/ha,Phosphorus content of the non-harvested residue,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res K kgK/ha,Potassium content of the non-harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res S kgS/ha,Sulfur content of the non-harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Ca kgCa/ha,Calcium content of the non-harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Mg kgMg/ha,Magnesium content of the non-harvested residue,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Cu gCu/ha,Copper content of the non-harvested residue,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Fe gFe/ha,Iron content of the non-harvested residue,NUMERIC,NA,g/ha,NA,0,5000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Mn gMn/ha,Manganese content of the non-harvested residue,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Zn gZn/ha,Zinc content of the non-harvested residue,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res B gB/ha,Boron content of the non-harvested residue,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Mo gMo/ha,Molybdenum content of the non-harvested residue,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Corn Ear Height STD,The height of the base of the ear above the ground - standard deviation,NUMERIC,cm,NA,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Above Ground Biomass STD,"Above ground biomass (grain plus leaves, stems, cobs, etc.). Above Ground Biomass includes grain at 0% moisture. (The total of what was removed and what remains in the field) - standard deviation",NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Unit Grain Weight STD,Grain (kernel) weight - grain mass at 0% moisture. - standard deviation,NUMERIC,NA,mg/kernel,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain DryMatter STD,Harvested (dry) grain yield - grain mass at 0% moisture. - standard deviation,NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain MoisturePct STD,Grain percent moisture at time of harvest (crop specific) - standard deviation,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain C STD,Carbon content of harvested grain - standard deviation,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain N STD,Nitrogen content of harvested grain - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain P STD,Phosphorus content of harvested grain - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain K STD,Potassium content of harvested grain - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain S STD,Sulfur content of harvested grain - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Ca STD,Calcium content of harvested grain - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Mg STD,Magnesium content of harvested grain - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Cu STD,Copper content of harvested grain - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Fe STD,Iron content of harvested grain - standard deviation,NUMERIC,NA,g/ha,NA,0,5000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Mn STD,Manganese content of harvested grain - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Zn STD,Zinc content of harvested grain - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain B STD,Boron content of harvested grain - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Grain Mo STD,Molybdenum content of harvested grain - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res DryMatter STD,Mass of dried harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,HarvRes MoisturePct STD,Percent moisture of harvested residue at harvest - standard deviation,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res C STD,Carbon content of the harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res N STD,Nitrogen content of the harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res P STD,Phosphorus content of the harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res K STD,Potassium content of the harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res S STD,Sulfur content of the harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Ca STD,Calcium content of the harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Mg STD,Magnesium content of the harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Cu STD,Copper content of the harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Fe STD,Iron content of the harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,5000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Mn STD,Manganese content of the harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Zn STD,Zinc content of the harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res B STD,Boron content of the harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,Harv Res Mo STD,Molybdenum content of the harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res DryMatter STD,Mass of dried non-harvested residue (i.e. non-grain above ground plant material not removed during harvest event) - standard deviation,NUMERIC,NA,NA,NA,0,50000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res MoisturePct STD,Percent moisture of non-harvested residue - standard deviation,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res C STD,Carbon content of the non-harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res N STD,Nitrogen content of the non-harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res P STD,Phosphorus content of the non-harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,100,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res K STD,Potassium content of the non-harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res S STD,Sulfur content of the non-harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Ca STD,Calcium content of the non-harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Mg STD,Magnesium content of the non-harvested residue - standard deviation,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Cu STD,Copper content of the non-harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Fe STD,Iron content of the non-harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,5000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Mn STD,Manganese content of the non-harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Zn STD,Zinc content of the non-harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,1000,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res B STD,Boron content of the non-harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
MeasNutrientCycling,Nutrient cycling,nonHarv Res Mo STD,Molybdenum content of the non-harvested residue - standard deviation,NUMERIC,NA,g/ha,NA,0,500,NA,N,Y
